epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,81.4036,0.89937,0.65747,0.85561,0.90142,0.90691,0.95742,0.70126,1.02029,0.61645,0.91455,0.000953,0.000953,0.000953
14,87.4532,0.87058,0.6201,0.85705,0.93407,0.9395,0.95538,0.71101,1.01472,0.58949,0.91331,0.00092825,0.00092825,0.00092825
15,93.547,0.86309,0.59624,0.84872,0.93669,0.94725,0.95865,0.70683,1.04846,0.59227,0.92631,0.0009035,0.0009035,0.0009035
16,99.8103,0.85034,0.57331,0.8538,0.92819,0.90081,0.94515,0.70602,1.02732,0.60197,0.93592,0.00087875,0.00087875,0.00087875
17,105.871,0.83031,0.55816,0.84965,0.9489,0.90101,0.95273,0.70795,0.99618,0.61136,0.90825,0.000854,0.000854,0.000854
18,111.94,0.85317,0.55188,0.84531,0.85324,0.88543,0.93899,0.67996,1.05774,0.64744,0.91627,0.00082925,0.00082925,0.00082925
19,118.149,0.83184,0.53883,0.84389,0.92343,0.92987,0.94576,0.72935,0.89537,0.55103,0.89476,0.0008045,0.0008045,0.0008045
20,124.353,0.84349,0.54212,0.84273,0.94451,0.95168,0.95557,0.73869,0.93284,0.54687,0.90542,0.00077975,0.00077975,0.00077975
21,130.443,0.81992,0.5285,0.84417,0.94531,0.9136,0.95602,0.73047,0.95945,0.58775,0.89961,0.000755,0.000755,0.000755
22,136.769,0.82026,0.54169,0.83944,0.91711,0.89254,0.95439,0.70664,0.97912,0.60692,0.89419,0.00073025,0.00073025,0.00073025
23,142.893,0.78747,0.50395,0.83648,0.94732,0.9326,0.95669,0.71721,0.95857,0.56689,0.89557,0.0007055,0.0007055,0.0007055
24,149.023,0.78716,0.49282,0.83901,0.94809,0.90266,0.95864,0.71248,0.95179,0.5805,0.89641,0.00068075,0.00068075,0.00068075
25,155.128,0.79051,0.50141,0.84033,0.90545,0.91389,0.947,0.69764,1.02635,0.6253,0.91872,0.000656,0.000656,0.000656
26,161.198,0.76748,0.47413,0.83704,0.91273,0.95004,0.96324,0.71928,0.97884,0.60883,0.89316,0.00063125,0.00063125,0.00063125
27,167.31,0.77286,0.47078,0.83495,0.94801,0.90931,0.95458,0.73781,0.93602,0.57273,0.90244,0.0006065,0.0006065,0.0006065
28,173.379,0.76421,0.45813,0.83705,0.91479,0.90827,0.95417,0.74398,0.9086,0.53923,0.90277,0.00058175,0.00058175,0.00058175
29,179.45,0.77333,0.4706,0.834,0.95335,0.93193,0.97216,0.7478,0.91356,0.48028,0.89147,0.000557,0.000557,0.000557
30,185.59,0.78169,0.46832,0.83668,0.9357,0.94543,0.96456,0.7331,0.9796,0.52399,0.91446,0.00053225,0.00053225,0.00053225
31,191.663,0.74098,0.44921,0.82815,0.93162,0.91807,0.96085,0.7224,1.00122,0.55981,0.90433,0.0005075,0.0005075,0.0005075
32,197.688,0.71839,0.42823,0.82534,0.92701,0.9521,0.96988,0.74784,0.92968,0.50249,0.89839,0.00048275,0.00048275,0.00048275
33,203.845,0.72971,0.43167,0.82748,0.94969,0.9489,0.96414,0.75581,0.90432,0.51423,0.89412,0.000458,0.000458,0.000458
34,210.099,0.71836,0.42246,0.82518,0.96136,0.95101,0.96753,0.7537,0.92071,0.5267,0.89901,0.00043325,0.00043325,0.00043325
35,216.171,0.71551,0.42463,0.82467,0.93383,0.94588,0.97201,0.76113,0.91166,0.49503,0.8938,0.0004085,0.0004085,0.0004085
36,222.451,0.67767,0.40522,0.81582,0.95024,0.94453,0.97065,0.76571,0.92171,0.50792,0.90795,0.00038375,0.00038375,0.00038375
37,228.724,0.71496,0.41561,0.8258,0.9531,0.94369,0.97397,0.76749,0.88768,0.50628,0.87771,0.000359,0.000359,0.000359
38,234.858,0.69503,0.40429,0.8286,0.95322,0.9395,0.97111,0.76379,0.92,0.49799,0.9063,0.00033425,0.00033425,0.00033425
39,240.935,0.69641,0.40211,0.82047,0.93779,0.9467,0.97236,0.75012,0.92593,0.49976,0.88565,0.0003095,0.0003095,0.0003095
40,246.998,0.67746,0.39549,0.81511,0.94999,0.91458,0.96373,0.75078,0.92401,0.52807,0.89481,0.00028475,0.00028475,0.00028475
41,267.156,0.66906,0.38754,0.82726,0.93789,0.95278,0.96792,0.76209,0.91084,0.48857,0.89837,0.00026,0.00026,0.00026
42,273.08,0.66077,0.37774,0.82759,0.95921,0.93348,0.96829,0.74703,0.92791,0.4766,0.88701,0.00023525,0.00023525,0.00023525
43,279.123,0.63858,0.36623,0.81898,0.9381,0.94342,0.96818,0.76605,0.8917,0.49436,0.88129,0.0002105,0.0002105,0.0002105
44,285.167,0.62049,0.35652,0.82236,0.93947,0.94799,0.96578,0.76705,0.86173,0.46977,0.88374,0.00018575,0.00018575,0.00018575
45,291.29,0.63384,0.36045,0.82317,0.95469,0.94533,0.97434,0.75803,0.91212,0.47201,0.87924,0.000161,0.000161,0.000161
46,297.277,0.61976,0.35448,0.81475,0.93178,0.96507,0.96784,0.76438,0.85597,0.46123,0.87098,0.00013625,0.00013625,0.00013625
47,303.277,0.60415,0.34805,0.81845,0.95082,0.95092,0.97737,0.76317,0.88398,0.46075,0.87786,0.0001115,0.0001115,0.0001115
48,309.284,0.59791,0.34284,0.81196,0.95036,0.94376,0.97723,0.76456,0.89088,0.46638,0.88585,8.675e-05,8.675e-05,8.675e-05
49,315.282,0.58297,0.3332,0.81495,0.94754,0.95206,0.9694,0.76743,0.87409,0.46687,0.87772,6.2e-05,6.2e-05,6.2e-05
50,321.314,0.59255,0.33127,0.8082,0.95313,0.95089,0.97045,0.77007,0.88513,0.47488,0.8795,3.725e-05,3.725e-05,3.725e-05
