epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,164.892,0.43876,0.29968,0.78392,0.97268,0.97015,0.98186,0.93585,0.32232,0.32205,0.7798,0.000379743,0.000379743,0.000379743
41,187.273,0.42039,0.29785,0.76946,0.97401,0.99226,0.9822,0.93453,0.34247,0.32564,0.78234,0.000346736,0.000346736,0.000346736
42,191.303,0.42437,0.28876,0.78564,0.98199,0.99275,0.98131,0.92689,0.33975,0.30203,0.78446,0.000313729,0.000313729,0.000313729
43,195.231,0.42365,0.2868,0.78545,0.98103,0.99275,0.98001,0.93356,0.3329,0.31158,0.78155,0.000280723,0.000280723,0.000280723
44,199.389,0.41091,0.28506,0.77645,0.97755,0.98913,0.97983,0.92334,0.34786,0.31365,0.78097,0.000247716,0.000247716,0.000247716
45,203.332,0.40203,0.27469,0.77137,0.97485,0.99144,0.97842,0.92552,0.34838,0.32142,0.78418,0.00021471,0.00021471,0.00021471
46,207.303,0.40032,0.27022,0.77424,0.98175,0.99158,0.982,0.93693,0.34259,0.31366,0.77879,0.000181703,0.000181703,0.000181703
47,211.2,0.37929,0.26161,0.78055,0.97864,0.99275,0.98128,0.93588,0.32963,0.3016,0.78371,0.000148696,0.000148696,0.000148696
48,215.295,0.38149,0.26088,0.78128,0.97136,0.98786,0.98145,0.93909,0.33214,0.31104,0.77978,0.00011569,0.00011569,0.00011569
49,219.224,0.3894,0.26367,0.77578,0.9747,0.98913,0.97858,0.93918,0.33437,0.2996,0.77929,8.26832e-05,8.26832e-05,8.26832e-05
50,223.2,0.36973,0.24502,0.79015,0.98089,0.98913,0.97824,0.93749,0.32984,0.29995,0.77981,4.96766e-05,4.96766e-05,4.96766e-05
