epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,187.11,0.7557,0.45211,0.83431,0.94932,0.93629,0.96143,0.74199,0.9332,0.56355,0.89437,0.0005075,0.0005075,0.0005075
32,193.105,0.74769,0.45302,0.83652,0.94632,0.92798,0.96174,0.74545,0.89794,0.5059,0.88385,0.00048275,0.00048275,0.00048275
33,198.986,0.72616,0.43625,0.82217,0.93234,0.95008,0.97186,0.75536,0.89916,0.55253,0.8896,0.000458,0.000458,0.000458
34,204.804,0.72396,0.43323,0.82315,0.9446,0.93426,0.96816,0.74177,0.88773,0.5138,0.86895,0.00043325,0.00043325,0.00043325
35,210.869,0.73517,0.43707,0.8239,0.95829,0.91499,0.9628,0.74307,0.90192,0.48551,0.87972,0.0004085,0.0004085,0.0004085
36,216.824,0.71111,0.41816,0.83118,0.93885,0.95828,0.96757,0.74241,0.93556,0.5068,0.89087,0.00038375,0.00038375,0.00038375
37,222.783,0.70519,0.42584,0.82736,0.9575,0.92907,0.96051,0.74261,0.93156,0.54877,0.88447,0.000359,0.000359,0.000359
38,228.75,0.68609,0.40679,0.81679,0.95895,0.91804,0.9643,0.75005,0.90188,0.50026,0.88333,0.00033425,0.00033425,0.00033425
39,234.722,0.6938,0.40197,0.82417,0.94713,0.93703,0.96246,0.74684,0.93073,0.48885,0.88629,0.0003095,0.0003095,0.0003095
40,240.655,0.66821,0.39995,0.81422,0.94872,0.92533,0.96367,0.74768,0.90322,0.48387,0.87693,0.00028475,0.00028475,0.00028475
