epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,872.607,0.74612,0.75017,1.18284,0.86753,0.85557,0.88902,0.67393,0.8563,0.78507,1.18747,0.000567034,0.000567034,0.000567034
21,915.754,0.75456,0.76574,1.18072,0.85513,0.84575,0.87234,0.66266,0.87803,0.77738,1.22166,0.000549036,0.000549036,0.000549036
22,958.819,0.72622,0.7407,1.16577,0.84889,0.90034,0.9165,0.6927,0.85086,0.75075,1.181,0.000531038,0.000531038,0.000531038
23,1002.77,0.71738,0.72985,1.16539,0.87231,0.88174,0.91167,0.70338,0.82888,0.72893,1.16564,0.00051304,0.00051304,0.00051304
24,1047.03,0.72376,0.71791,1.16367,0.85638,0.88184,0.89904,0.68891,0.82063,0.74029,1.15843,0.000495041,0.000495041,0.000495041
25,1090.21,0.6944,0.69467,1.14043,0.89263,0.87582,0.91469,0.69951,0.84134,0.71871,1.18338,0.000477043,0.000477043,0.000477043
26,1133.26,0.68401,0.67288,1.14028,0.87448,0.87647,0.90762,0.69994,0.82208,0.7258,1.17186,0.000459045,0.000459045,0.000459045
27,1176.41,0.68524,0.68216,1.13507,0.86811,0.88112,0.90592,0.69218,0.85482,0.7466,1.19814,0.000441047,0.000441047,0.000441047
28,1219.66,0.67165,0.66053,1.13168,0.88765,0.86531,0.90596,0.68961,0.83454,0.72893,1.18427,0.000423049,0.000423049,0.000423049
29,1263.04,0.65027,0.6368,1.11363,0.86164,0.88086,0.90358,0.69049,0.84243,0.75221,1.17714,0.00040505,0.00040505,0.00040505
30,1306.71,0.64754,0.63365,1.12078,0.88309,0.89015,0.91748,0.70741,0.80846,0.67938,1.15955,0.000387052,0.000387052,0.000387052
31,1351.05,0.64036,0.60922,1.10975,0.8733,0.8745,0.90264,0.69584,0.84115,0.69414,1.20117,0.000369054,0.000369054,0.000369054
32,1394.34,0.64425,0.62181,1.11762,0.87264,0.86296,0.892,0.68806,0.85228,0.73853,1.20298,0.000351056,0.000351056,0.000351056
33,1437.66,0.6173,0.5986,1.09674,0.87612,0.88765,0.90738,0.69709,0.8237,0.70334,1.18407,0.000333058,0.000333058,0.000333058
34,1480.67,0.60577,0.58709,1.09102,0.88282,0.88577,0.91075,0.70229,0.82321,0.68851,1.17123,0.000315059,0.000315059,0.000315059
35,1523.69,0.61345,0.58835,1.1002,0.86889,0.87988,0.90492,0.70188,0.83373,0.71241,1.20705,0.000297061,0.000297061,0.000297061
36,1567.03,0.59718,0.56513,1.08229,0.8589,0.89139,0.90637,0.71673,0.78949,0.69524,1.16499,0.000279063,0.000279063,0.000279063
37,1611.13,0.58765,0.55267,1.07996,0.88398,0.89726,0.91241,0.71477,0.81269,0.70886,1.18118,0.000261065,0.000261065,0.000261065
38,1654.35,0.57878,0.54936,1.06962,0.88774,0.89887,0.92042,0.71202,0.82448,0.70443,1.18722,0.000243067,0.000243067,0.000243067
39,1697.46,0.57199,0.53373,1.06514,0.88377,0.87357,0.90792,0.71114,0.80415,0.70189,1.18178,0.000225068,0.000225068,0.000225068
40,1740.84,0.56612,0.5395,1.0735,0.87679,0.88822,0.90663,0.70903,0.81221,0.70963,1.19877,0.00020707,0.00020707,0.00020707
41,1800.97,0.49176,0.41845,0.99731,0.88446,0.89634,0.91617,0.71505,0.79634,0.67427,1.18216,0.000189072,0.000189072,0.000189072
42,1843.1,0.48884,0.38734,0.9913,0.87854,0.88043,0.91021,0.71676,0.78598,0.71307,1.16916,0.000171074,0.000171074,0.000171074
43,1886.4,0.47201,0.36886,0.98295,0.88728,0.87189,0.90699,0.71415,0.78707,0.69517,1.1814,0.000153076,0.000153076,0.000153076
44,1928.84,0.46662,0.36244,0.98028,0.89013,0.89182,0.91377,0.722,0.78871,0.6773,1.18063,0.000135077,0.000135077,0.000135077
45,1972.24,0.45865,0.35349,0.96596,0.86947,0.88237,0.90556,0.70865,0.81013,0.70083,1.20659,0.000117079,0.000117079,0.000117079
46,2014.74,0.44073,0.33889,0.95505,0.89753,0.89315,0.91931,0.71806,0.80243,0.68514,1.19182,9.9081e-05,9.9081e-05,9.9081e-05
47,2057.31,0.4312,0.32686,0.95484,0.89472,0.88281,0.91428,0.72197,0.80103,0.67309,1.21326,8.10828e-05,8.10828e-05,8.10828e-05
48,2100.74,0.42236,0.314,0.9512,0.88042,0.88423,0.91066,0.7154,0.7979,0.69973,1.20583,6.30846e-05,6.30846e-05,6.30846e-05
49,2143.07,0.41963,0.31339,0.9491,0.89133,0.8857,0.91157,0.72332,0.7801,0.68337,1.19373,4.50864e-05,4.50864e-05,4.50864e-05
50,2186.22,0.40708,0.30165,0.94027,0.89158,0.89554,0.9178,0.72416,0.78493,0.66781,1.19593,2.70882e-05,2.70882e-05,2.70882e-05
