epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,71.0305,0.84802,0.94011,1.14191,0.79374,0.72398,0.80082,0.55802,1.09147,1.22078,1.27583,0.000675023,0.000675023,0.000675023
15,76.0408,0.83728,0.92432,1.13571,0.79028,0.78915,0.84327,0.59013,1.07302,1.06759,1.27958,0.000657025,0.000657025,0.000657025
16,80.9299,0.8293,0.88693,1.12951,0.82303,0.8058,0.85878,0.60546,1.08027,1.03509,1.266,0.000639027,0.000639027,0.000639027
17,85.8253,0.81877,0.8731,1.12272,0.80441,0.77941,0.84059,0.58944,1.09265,1.1061,1.27788,0.000621029,0.000621029,0.000621029
18,90.8637,0.80601,0.86946,1.11591,0.77712,0.79003,0.83478,0.60581,0.99758,1.03426,1.2236,0.000603031,0.000603031,0.000603031
19,95.6831,0.79715,0.85406,1.10832,0.80662,0.78719,0.82281,0.60737,0.98966,0.99198,1.22739,0.000585032,0.000585032,0.000585032
20,100.573,0.77375,0.81983,1.09934,0.82248,0.82381,0.86425,0.60934,1.02501,0.93938,1.23805,0.000567034,0.000567034,0.000567034
21,105.344,0.79303,0.82258,1.10545,0.76501,0.78162,0.81547,0.56489,1.06795,1.07681,1.27503,0.000549036,0.000549036,0.000549036
22,110.133,0.77508,0.80069,1.099,0.80238,0.82607,0.85077,0.60255,1.03258,0.94984,1.2317,0.000531038,0.000531038,0.000531038
23,114.972,0.77151,0.79005,1.09745,0.79554,0.81009,0.85553,0.60949,1.02459,0.98013,1.2453,0.00051304,0.00051304,0.00051304
24,119.839,0.76632,0.77877,1.08377,0.80246,0.78761,0.83728,0.59615,1.04414,1.0091,1.28697,0.000495041,0.000495041,0.000495041
25,124.58,0.75114,0.76834,1.08203,0.82779,0.81596,0.85311,0.62662,0.97616,0.93012,1.23687,0.000477043,0.000477043,0.000477043
26,129.379,0.74135,0.7437,1.07348,0.82315,0.80491,0.84906,0.60835,1.02606,0.94787,1.2606,0.000459045,0.000459045,0.000459045
27,134.434,0.75172,0.74775,1.07401,0.81157,0.81704,0.84482,0.60375,1.01589,0.97256,1.23905,0.000441047,0.000441047,0.000441047
28,139.457,0.7365,0.73465,1.07409,0.79661,0.77116,0.82873,0.60273,0.9873,1.00812,1.23199,0.000423049,0.000423049,0.000423049
29,144.324,0.71853,0.71696,1.05601,0.85032,0.80053,0.87075,0.62549,0.98693,0.91948,1.22663,0.00040505,0.00040505,0.00040505
30,149.126,0.71415,0.71198,1.05984,0.83767,0.79559,0.85708,0.60895,1.03789,0.98628,1.25087,0.000387052,0.000387052,0.000387052
31,153.886,0.71081,0.6911,1.05421,0.82974,0.79293,0.84937,0.60526,1.05212,0.958,1.26418,0.000369054,0.000369054,0.000369054
32,158.64,0.70907,0.70376,1.05282,0.83279,0.82446,0.86452,0.60497,1.05556,0.95607,1.28059,0.000351056,0.000351056,0.000351056
33,163.414,0.70218,0.69387,1.05097,0.83796,0.79292,0.85417,0.62074,0.97503,1.00696,1.22179,0.000333058,0.000333058,0.000333058
34,168.206,0.68804,0.67744,1.05132,0.81057,0.80758,0.83665,0.60578,1.01714,0.94607,1.24983,0.000315059,0.000315059,0.000315059
35,173.016,0.69285,0.6687,1.04697,0.84263,0.80657,0.86049,0.61572,1.02182,0.89122,1.24181,0.000297061,0.000297061,0.000297061
36,177.764,0.68262,0.65115,1.03513,0.83427,0.83611,0.87039,0.642,0.95308,0.86385,1.19631,0.000279063,0.000279063,0.000279063
37,182.551,0.6711,0.6458,1.03394,0.8192,0.83589,0.86941,0.62509,0.99424,0.87624,1.21923,0.000261065,0.000261065,0.000261065
38,187.511,0.66939,0.64449,1.02885,0.83685,0.83568,0.86436,0.61504,1.02278,0.91551,1.26781,0.000243067,0.000243067,0.000243067
39,192.268,0.65942,0.6296,1.02569,0.85451,0.82109,0.87277,0.6337,0.98752,0.88535,1.24407,0.000225068,0.000225068,0.000225068
40,197.021,0.65084,0.62787,1.02436,0.83919,0.82293,0.86394,0.6348,0.96759,0.8849,1.22115,0.00020707,0.00020707,0.00020707
