epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,314.61,0.86436,0.80691,1.12041,0.8264,0.88131,0.88932,0.62635,1.06917,0.92054,1.16501,0.000470145,0.000470145,0.000470145
24,328.06,0.86238,0.79709,1.12487,0.83076,0.79737,0.84507,0.58908,1.06547,0.92897,1.17829,0.000453652,0.000453652,0.000453652
25,341.461,0.83359,0.77278,1.1053,0.84138,0.75938,0.84178,0.5798,1.11575,1.02877,1.21597,0.000437158,0.000437158,0.000437158
26,354.932,0.84039,0.77906,1.10929,0.84312,0.82748,0.87181,0.61472,1.086,0.92713,1.18914,0.000420665,0.000420665,0.000420665
27,368.235,0.82433,0.75595,1.09818,0.84033,0.85905,0.88647,0.62558,1.05728,0.87726,1.1629,0.000404172,0.000404172,0.000404172
28,381.575,0.817,0.74789,1.0907,0.8467,0.83148,0.88446,0.63757,1.03794,0.87854,1.15703,0.000387678,0.000387678,0.000387678
29,395.223,0.81284,0.74035,1.09203,0.87443,0.84493,0.89402,0.64157,1.0627,0.8834,1.17875,0.000371185,0.000371185,0.000371185
30,408.651,0.80407,0.73241,1.08747,0.86709,0.82632,0.87519,0.62947,1.04797,0.86583,1.17282,0.000354691,0.000354691,0.000354691
31,421.986,0.79856,0.71295,1.08099,0.8736,0.79176,0.87203,0.6132,1.05029,0.90039,1.18008,0.000338198,0.000338198,0.000338198
32,435.228,0.792,0.6953,1.07313,0.8658,0.85712,0.89238,0.64069,1.03542,0.88157,1.16905,0.000321705,0.000321705,0.000321705
33,448.747,0.78511,0.68878,1.07446,0.85609,0.85095,0.89047,0.64316,1.04621,0.87918,1.17614,0.000305211,0.000305211,0.000305211
34,462.215,0.77888,0.68195,1.06688,0.88316,0.83098,0.88104,0.62869,1.08497,0.93779,1.21106,0.000288718,0.000288718,0.000288718
35,475.601,0.77479,0.67657,1.06462,0.86521,0.8015,0.88112,0.63548,1.02926,0.89231,1.1634,0.000272224,0.000272224,0.000272224
36,489.072,0.77285,0.66977,1.06227,0.85564,0.84643,0.88919,0.63593,1.04127,0.8393,1.17704,0.000255731,0.000255731,0.000255731
37,502.485,0.75774,0.6614,1.05554,0.8649,0.83671,0.88638,0.64326,1.05137,0.87026,1.19381,0.000239238,0.000239238,0.000239238
38,515.964,0.75825,0.64825,1.053,0.87545,0.83437,0.88444,0.64538,1.01582,0.85553,1.15184,0.000222744,0.000222744,0.000222744
39,529.438,0.7435,0.63942,1.04499,0.84431,0.82184,0.87712,0.62934,1.03332,0.87617,1.17082,0.000206251,0.000206251,0.000206251
40,542.83,0.73486,0.63096,1.04518,0.85568,0.81763,0.8766,0.62035,1.05561,0.87924,1.18826,0.000189757,0.000189757,0.000189757
41,571.415,0.70754,0.55993,1.02088,0.84664,0.84743,0.87678,0.61992,1.06708,0.88671,1.19257,0.000173264,0.000173264,0.000173264
42,584.766,0.6787,0.50916,1.0021,0.83957,0.8478,0.86442,0.61306,1.04923,0.86303,1.18758,0.000156771,0.000156771,0.000156771
43,598.16,0.66863,0.49521,0.99685,0.85587,0.81117,0.85984,0.59978,1.06231,0.89834,1.20654,0.000140277,0.000140277,0.000140277
44,611.522,0.65768,0.47913,0.98874,0.87978,0.84079,0.89916,0.64105,1.04912,0.84788,1.18456,0.000123784,0.000123784,0.000123784
45,624.825,0.64616,0.46732,0.9762,0.86644,0.83812,0.8895,0.63899,1.0266,0.84351,1.18119,0.00010729,0.00010729,0.00010729
46,638.065,0.64137,0.45902,0.97828,0.86503,0.81559,0.87779,0.6267,1.03337,0.86348,1.18635,9.0797e-05,9.0797e-05,9.0797e-05
47,651.358,0.63004,0.45288,0.97396,0.84352,0.83318,0.87818,0.62897,1.03996,0.85629,1.19704,7.43036e-05,7.43036e-05,7.43036e-05
48,664.764,0.61554,0.43545,0.9602,0.84466,0.84409,0.88622,0.63698,1.02755,0.84922,1.199,5.78102e-05,5.78102e-05,5.78102e-05
49,677.997,0.61563,0.43333,0.96207,0.83006,0.83824,0.88482,0.63438,1.03603,0.86113,1.20831,4.13168e-05,4.13168e-05,4.13168e-05
50,691.333,0.60555,0.42901,0.95768,0.83223,0.8628,0.89086,0.63919,1.02384,0.83538,1.19211,2.48234e-05,2.48234e-05,2.48234e-05
