epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,191.819,0.99544,0.77496,1.00312,0.66276,0.54141,0.5815,0.40586,1.12294,0.96881,1.10215,0.0002448,0.0002448,0.0002448
29,198.309,0.99576,0.79012,1.03168,0.53684,0.62149,0.60576,0.39462,1.12545,0.95982,1.09917,0.000234386,0.000234386,0.000234386
30,204.824,1.00493,0.78469,1.01452,0.55656,0.62086,0.61447,0.41271,1.10947,0.94356,1.09317,0.000223971,0.000223971,0.000223971
31,211.286,0.96898,0.79393,0.98582,0.56562,0.61767,0.63652,0.42984,1.1169,0.93355,1.09438,0.000213556,0.000213556,0.000213556
32,218.68,0.94936,0.71689,0.99559,0.58125,0.61736,0.6408,0.43582,1.13334,0.94191,1.10135,0.000203141,0.000203141,0.000203141
33,226.091,0.91323,0.69441,0.9574,0.55784,0.67526,0.66122,0.43676,1.11082,0.88522,1.07836,0.000192726,0.000192726,0.000192726
34,233.55,0.91335,0.6949,0.99023,0.57666,0.66082,0.66486,0.4437,1.09,0.87924,1.07424,0.000182312,0.000182312,0.000182312
35,240.926,0.90409,0.68023,1.00455,0.57161,0.64458,0.6844,0.44573,1.07975,0.89141,1.0735,0.000171897,0.000171897,0.000171897
36,248.332,0.8952,0.67337,0.97824,0.61881,0.66564,0.65615,0.46146,1.0785,0.86466,1.07373,0.000161482,0.000161482,0.000161482
37,255.84,0.88705,0.63212,0.98361,0.63999,0.66239,0.64377,0.44697,1.06793,0.84489,1.07154,0.000151067,0.000151067,0.000151067
38,262.286,0.88639,0.68794,0.96718,0.88442,0.51336,0.67225,0.47665,1.09197,0.86789,1.08781,0.000140652,0.000140652,0.000140652
39,269.7,0.88381,0.61559,0.96031,0.74547,0.58117,0.67749,0.46696,1.09881,0.89843,1.09483,0.000130238,0.000130238,0.000130238
40,276.109,0.87477,0.62293,0.96092,0.5542,0.63094,0.67193,0.45361,1.08737,0.89991,1.09162,0.000119823,0.000119823,0.000119823
41,296.242,0.83338,0.60583,0.97304,0.64019,0.70611,0.70938,0.46008,1.08458,0.90042,1.09098,0.000109408,0.000109408,0.000109408
42,302.732,0.85405,0.60167,0.92924,0.64473,0.71617,0.71536,0.44311,1.07812,0.86718,1.09472,9.89932e-05,9.89932e-05,9.89932e-05
43,309.245,0.82148,0.57581,0.96355,0.63545,0.71038,0.7252,0.4515,1.08066,0.83853,1.09341,8.85784e-05,8.85784e-05,8.85784e-05
44,315.625,0.8067,0.5455,0.9504,0.6403,0.70612,0.72213,0.44875,1.08416,0.82482,1.09292,7.81636e-05,7.81636e-05,7.81636e-05
45,322.061,0.7789,0.54456,0.9401,0.64747,0.70211,0.71848,0.45888,1.09203,0.80625,1.09444,6.77488e-05,6.77488e-05,6.77488e-05
46,328.504,0.8196,0.57158,0.9914,0.64524,0.70109,0.71996,0.44741,1.09432,0.80162,1.09335,5.7334e-05,5.7334e-05,5.7334e-05
47,334.915,0.77282,0.52939,0.94965,0.5301,0.71415,0.722,0.4598,1.09223,0.81631,1.09288,4.69192e-05,4.69192e-05,4.69192e-05
48,341.323,0.77584,0.5289,0.93744,0.63855,0.69898,0.72188,0.46008,1.09063,0.83738,1.09301,3.65044e-05,3.65044e-05,3.65044e-05
49,347.965,0.791,0.53015,0.9597,0.64581,0.69275,0.71875,0.46373,1.08269,0.84606,1.09049,2.60896e-05,2.60896e-05,2.60896e-05
50,354.848,0.79529,0.54243,0.94274,0.65794,0.69278,0.71965,0.46155,1.08789,0.84185,1.09122,1.56748e-05,1.56748e-05,1.56748e-05
